34506	0
32386	1
31245	0
30891	1
32978	1
31171	0
34499	1
31790	1
31614	1
30176	0
31906	1
34002	0
31488	0
30581	1
32147	1
30081	0
30260	0
31402	1
30633	1
34011	0
34520	0
34500	1
33752	0
30142	0
30600	0
34249	0
30846	1
34033	0
32177	0
31421	0
34531	0
33805	0
33808	0
32390	0
34023	0
33195	0
32909	0
33822	0
32779	0
33675	0
31237	0
31157	0
32642	0
33941	0
31183	0
32606	1
31601	0
32224	0
34006	0
33398	0
31837	0
32059	1
33430	0
32168	0
30869	1
34177	1
30505	1
34269	0
33942	0
33940	0
30086	1
31141	0
30161	0
31230	0
30694	1
33537	0
31340	0
31301	0
31101	1
33139	0
31143	0
34449	0
31087	0
31060	0
32335	0
33077	1
33955	0
33429	1
30154	0
34576	0
31469	0
30776	1
30780	0
32791	0
33469	0
33418	1
30022	0
31842	0
33316	1
32511	1
32529	0
30693	0
31886	0
31900	0
33881	0
30985	0
30726	0
33774	1
34501	0
33983	1
31278	0
34280	0
31908	0
32239	0
31887	1
30928	0
30246	0
32985	0
31333	0
30146	0
31893	1
33736	0
33837	1
34131	1
30683	0
30487	0
31895	0
31678	0
31316	0
31693	0
32157	1
31205	1
32582	1
32540	0
32806	0
34209	0
32619	1
30913	0
31939	0
31324	0
30677	0
33816	1
32534	1
31719	1
32115	1
30471	0
31410	0
31651	0
30564	0
32530	0
34110	1
33132	0
32896	1
30997	1
33282	0
34005	0
30571	1
30802	0
32042	0
30047	1
32464	0
30165	1
33492	0
32950	0
32731	0
31208	1
31306	0
32629	0
33674	0
32917	0
30979	0
32220	0
30147	0
34118	1
32039	0
30593	0
33972	1
34056	1
32631	1
33645	0
34484	0
30298	0
32965	0
31584	0
30710	1
31550	0
31192	0
32608	0
32815	1
33697	0
31613	1
34026	1
31216	0
33504	0
33851	0
31983	0
30659	0
33852	1
34087	0
31717	0
31580	0
34044	0
33253	1
33128	0
30509	0
33290	0
30555	1
30387	0
32653	0
33210	0
33613	1
30624	0
33515	0
31115	1
32722	0
32872	1
32087	1
30674	0
31099	0
32658	0
30043	0
32916	0
33327	1
32278	0
33690	0
33189	0
31399	0
30881	1
31652	0
31882	0
30716	1
34366	0
31266	1
32558	0
30888	1
31628	0
31808	1
30905	0
31211	1
31653	0
30720	0
31401	1
30474	0
31655	0
31605	1
30028	1
30931	0
32880	1
32566	0
33964	0
32058	0
30133	0
32924	0
31732	0
32633	1
33858	0
30937	0
31911	0
30170	0
31089	0
30118	0
30698	0
32191	0
33392	1
33493	1
31260	0
33073	0
31769	0
33733	0
31548	1
31724	0
32838	1
33466	1
32938	1
33484	0
30713	1
32166	1
34416	1
30284	0
32565	0
31876	1
34147	0
33687	0
31045	1
32903	1
32808	1
31319	1
33809	0
33428	1
33094	0
30156	1
33618	0
31119	1
30336	1
33447	0
31931	0
32589	0
31234	1
30025	0
