33618	1
32197	1
31388	1
34320	0
33040	1
31385	1
32901	1
31068	0
34369	1
30573	1
32705	1
34253	0
33176	1
33417	1
31760	1
31587	0
32537	0
31046	1
32657	1
31034	1
30189	1
31373	0
32735	1
31250	1
31191	1
33645	0
32544	1
32394	1
30983	1
33568	0
30884	1
30791	1
30680	1
30389	1
31558	1
31278	1
30164	1
32451	1
33253	1
30325	1
33265	1
30445	1
31769	1
30781	0
33990	1
30363	1
34362	1
33188	1
33852	1
30287	1
31017	1
30453	1
30308	1
32305	1
30220	1
32059	1
30698	1
33233	0
31988	0
34394	1
31564	1
34062	1
34296	1
34308	1
33628	0
34349	1
33109	1
32095	1
34491	1
30883	1
33388	1
31317	1
30155	0
33235	0
30416	1
31137	1
33596	1
31122	1
32399	1
32140	1
33303	1
33737	1
31706	1
31606	0
32408	1
30349	1
32963	1
30542	1
34503	1
33025	1
32239	1
32795	1
33393	1
30809	1
33137	0
30835	1
30521	1
30652	1
31404	1
30981	1
33881	1
30538	1
31645	1
32638	1
34343	1
33179	1
33222	1
32016	1
31067	1
32517	1
30065	1
34232	1
34467	1
32096	0
34373	1
31722	1
34506	1
31366	1
32989	0
33771	1
34245	1
30798	1
30050	1
34537	1
32266	1
34495	1
33158	0
32189	1
32434	1
30603	1
31836	0
30423	1
31522	1
30205	1
33865	1
33270	0
31776	1
32336	0
31670	1
30239	0
33570	1
31909	1
30235	1
33185	1
30890	0
31569	1
34556	1
30830	1
30082	1
30760	1
33793	1
33815	1
34488	1
31992	1
30955	1
30269	1
33416	0
33335	1
31305	1
32563	0
34568	1
30703	1
31961	1
31357	0
32917	1
32922	1
32813	1
33966	1
31364	0
30031	1
33861	0
33320	1
30316	1
32604	1
32791	1
30715	1
30528	1
34130	1
30711	1
30714	0
34227	1
33288	1
30042	1
30462	0
30971	1
33625	1
32054	1
32777	1
32462	0
33824	1
30044	1
34326	1
31614	1
33860	1
34032	1
31605	1
31239	1
33525	1
33020	0
31116	1
30260	0
30800	1
30663	1
33062	1
31944	1
33835	1
32840	0
32590	0
30026	1
33492	1
30544	1
30408	1
30168	1
30018	1
31254	1
31094	1
31258	1
33230	1
33542	1
31598	1
31073	1
33332	0
33505	1
33982	1
34200	1
34372	0
31219	1
32808	1
34576	1
30019	0
31823	0
30970	0
33380	1
32903	0
30959	1
31576	1
33590	0
34263	1
34270	1
30201	1
30425	1
30523	1
31896	1
31613	1
32947	0
31024	1
31952	1
30213	0
30706	1
31405	1
32786	1
34456	1
31948	0
30934	1
32465	1
30596	1
32556	1
31391	1
32593	1
30382	1
33714	1
34402	1
31883	1
34111	1
31869	1
31401	1
33705	1
33364	1
31260	1
30094	0
31584	1
32965	1
32356	1
32200	1
31654	1
32314	1
32730	1
32014	1
32557	1
30092	1
33467	1
30397	0
34584	1
34561	1
32510	0
33814	1
33150	1
33930	0
30819	1
32276	1
32889	1
32381	1
30755	0
32921	0
31171	1
34261	1
31557	1
33174	1
34591	0
32310	1
32156	1
31230	0
30391	1
34340	1
34368	0
30753	1
30015	0
33690	1
33790	1
34532	1
31999	1
33282	1
34359	0
32267	1
33964	0
34112	1
34384	0
30795	0
34443	0
33281	1
30146	1
31683	1
33798	1
30051	0
32669	0
31748	1
31086	1
33071	1
32642	1
32386	0
30664	1
32479	1
30509	1
31669	1
33960	1
31011	1
31449	1
34189	1
31593	0
33301	1
30744	0
33851	1
30232	1
30658	1
31705	0
30993	1
30656	1
33674	0
30028	1
34162	1
32438	1
34134	1
32085	1
30439	1
31980	1
33886	1
30054	0
32311	0
30430	1
34051	0
34527	1
31877	1
33939	1
32440	1
33678	1
32842	0
34324	1
32681	0
31863	1
32719	0
30318	1
32607	1
32843	1
32278	1
32349	0
33523	1
31648	1
31203	1
34068	0
32127	1
32571	1
33885	1
30654	1
31527	1
33378	1
32706	1
31794	0
32580	1
33692	1
31694	1
32957	1
33726	1
30610	1
30787	1
30284	1
33400	1
32831	0
31185	1
34292	1
30088	1
31535	1
33046	1
30225	1
31199	1
32987	1
31666	0
31924	1
34124	1
34574	1
34147	0
31285	1
30165	1
31075	1
